Strike,Expiry,Type,Symbol,Last,Bid,Ask,Chg,PctChg,Vol,Open_Int,IV,Root,IsNonstandard,Underlying,Underlying_Price,Quote_Time,Last_Trade_Date,JSON
115.0,2023-09-15,call,TSLA230915C00115000,111.22,110.0,112.3,-14.879997,-11.800157,81.0,331.0,1.2109414453124998,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-16 19:59:18,"{'contractSymbol': 'TSLA230915C00115000', 'strike': 115.0, 'currency': 'USD', 'lastPrice': 111.22, 'change': -14.879997, 'percentChange': -11.800157, 'volume': 81, 'openInterest': 331, 'bid': 110.0, 'ask': 112.3, 'contractSize': 'REGULAR', 'expiration': 1694736000, 'lastTradeDate': 1692215958, 'impliedVolatility': 1.2109414453124998, 'inTheMoney': True}"
115.0,2023-09-15,put,TSLA230915P00115000,0.07,0.07,0.08,0.0,0.0,389.0,3652.0,0.9257819921875,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-16 19:59:18,"{'contractSymbol': 'TSLA230915P00115000', 'strike': 115.0, 'currency': 'USD', 'lastPrice': 0.07, 'change': 0.0, 'percentChange': 0.0, 'volume': 389, 'openInterest': 3652, 'bid': 0.07, 'ask': 0.08, 'contractSize': 'REGULAR', 'expiration': 1694736000, 'lastTradeDate': 1692215958, 'impliedVolatility': 0.9257819921875, 'inTheMoney': False}"
115.0,2023-09-22,put,TSLA230922P00115000,0.08,0.08,0.12,0.0,0.0,1.0,8.0,0.86132951171875,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-15 14:12:18,"{'contractSymbol': 'TSLA230922P00115000', 'strike': 115.0, 'currency': 'USD', 'lastPrice': 0.08, 'change': 0.0, 'percentChange': 0.0, 'volume': 1, 'openInterest': 8, 'bid': 0.08, 'ask': 0.12, 'contractSize': 'REGULAR', 'expiration': 1695340800, 'lastTradeDate': 1692108738, 'impliedVolatility': 0.86132951171875, 'inTheMoney': False}"
115.0,2023-10-20,call,TSLA231020C00115000,149.72,111.2,112.55,0.0,0.0,20.0,84.0,0.9582523706054686,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-07-28 14:59:09,"{'contractSymbol': 'TSLA231020C00115000', 'strike': 115.0, 'currency': 'USD', 'lastPrice': 149.72, 'change': 0.0, 'percentChange': 0.0, 'volume': 20, 'openInterest': 84, 'bid': 111.2, 'ask': 112.55, 'contractSize': 'REGULAR', 'expiration': 1697760000, 'lastTradeDate': 1690556349, 'impliedVolatility': 0.9582523706054686, 'inTheMoney': True}"
115.0,2023-10-20,put,TSLA231020P00115000,0.23,0.23,0.25,0.0,0.0,2.0,1866.0,0.726565234375,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-16 19:38:07,"{'contractSymbol': 'TSLA231020P00115000', 'strike': 115.0, 'currency': 'USD', 'lastPrice': 0.23, 'change': 0.0, 'percentChange': 0.0, 'volume': 2, 'openInterest': 1866, 'bid': 0.23, 'ask': 0.25, 'contractSize': 'REGULAR', 'expiration': 1697760000, 'lastTradeDate': 1692214687, 'impliedVolatility': 0.726565234375, 'inTheMoney': False}"
115.0,2023-11-17,call,TSLA231117C00115000,152.19,111.6,113.8,0.0,0.0,1.0,43.0,0.8913585083007811,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-07-21 17:06:22,"{'contractSymbol': 'TSLA231117C00115000', 'strike': 115.0, 'currency': 'USD', 'lastPrice': 152.19, 'change': 0.0, 'percentChange': 0.0, 'volume': 1, 'openInterest': 43, 'bid': 111.6, 'ask': 113.8, 'contractSize': 'REGULAR', 'expiration': 1700179200, 'lastTradeDate': 1689959182, 'impliedVolatility': 0.8913585083007811, 'inTheMoney': True}"
115.0,2023-11-17,put,TSLA231117P00115000,0.48,0.47,0.52,0.06999999,17.07317,1.0,5928.0,0.6762727685546877,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-16 17:14:00,"{'contractSymbol': 'TSLA231117P00115000', 'strike': 115.0, 'currency': 'USD', 'lastPrice': 0.48, 'change': 0.06999999, 'percentChange': 17.07317, 'volume': 1, 'openInterest': 5928, 'bid': 0.47, 'ask': 0.52, 'contractSize': 'REGULAR', 'expiration': 1700179200, 'lastTradeDate': 1692206040, 'impliedVolatility': 0.6762727685546877, 'inTheMoney': False}"
115.0,2023-12-15,call,TSLA231215C00115000,130.0,112.4,114.55,0.0,0.0,3.0,1755.0,0.8422867333984375,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-09 19:58:51,"{'contractSymbol': 'TSLA231215C00115000', 'strike': 115.0, 'currency': 'USD', 'lastPrice': 130.0, 'change': 0.0, 'percentChange': 0.0, 'volume': 3, 'openInterest': 1755, 'bid': 112.4, 'ask': 114.55, 'contractSize': 'REGULAR', 'expiration': 1702598400, 'lastTradeDate': 1691611131, 'impliedVolatility': 0.8422867333984375, 'inTheMoney': True}"
115.0,2023-12-15,put,TSLA231215P00115000,0.77,0.77,0.81,0.120000005,18.46154,44.0,3423.0,0.6418492846679689,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-16 16:26:42,"{'contractSymbol': 'TSLA231215P00115000', 'strike': 115.0, 'currency': 'USD', 'lastPrice': 0.77, 'change': 0.120000005, 'percentChange': 18.46154, 'volume': 44, 'openInterest': 3423, 'bid': 0.77, 'ask': 0.81, 'contractSize': 'REGULAR', 'expiration': 1702598400, 'lastTradeDate': 1692203202, 'impliedVolatility': 0.6418492846679689, 'inTheMoney': False}"
115.0,2024-01-19,call,TSLA240119C00115000,114.5,112.95,116.15,-8.300003,-6.7589602,10.0,4700.0,0.8059711785888672,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-16 19:58:59,"{'contractSymbol': 'TSLA240119C00115000', 'strike': 115.0, 'currency': 'USD', 'lastPrice': 114.5, 'change': -8.300003, 'percentChange': -6.7589602, 'volume': 10, 'openInterest': 4700, 'bid': 112.95, 'ask': 116.15, 'contractSize': 'REGULAR', 'expiration': 1705622400, 'lastTradeDate': 1692215939, 'impliedVolatility': 0.8059711785888672, 'inTheMoney': True}"
115.0,2024-01-19,put,TSLA240119P00115000,1.29,1.25,1.3,0.120000005,10.256412,56.0,6330.0,0.6187782263183594,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-16 19:56:46,"{'contractSymbol': 'TSLA240119P00115000', 'strike': 115.0, 'currency': 'USD', 'lastPrice': 1.29, 'change': 0.120000005, 'percentChange': 10.256412, 'volume': 56, 'openInterest': 6330, 'bid': 1.25, 'ask': 1.3, 'contractSize': 'REGULAR', 'expiration': 1705622400, 'lastTradeDate': 1692215806, 'impliedVolatility': 0.6187782263183594, 'inTheMoney': False}"
115.0,2024-03-15,call,TSLA240315C00115000,119.4,114.85,117.75,-18.900002,-13.665944,2.0,2086.0,0.7687401055908205,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-16 15:32:07,"{'contractSymbol': 'TSLA240315C00115000', 'strike': 115.0, 'currency': 'USD', 'lastPrice': 119.4, 'change': -18.900002, 'percentChange': -13.665944, 'volume': 2, 'openInterest': 2086, 'bid': 114.85, 'ask': 117.75, 'contractSize': 'REGULAR', 'expiration': 1710460800, 'lastTradeDate': 1692199927, 'impliedVolatility': 0.7687401055908205, 'inTheMoney': True}"
115.0,2024-03-15,put,TSLA240315P00115000,2.12,2.19,2.25,0.089999914,4.433493,21.0,528.0,0.5982706188964844,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-16 17:32:08,"{'contractSymbol': 'TSLA240315P00115000', 'strike': 115.0, 'currency': 'USD', 'lastPrice': 2.12, 'change': 0.089999914, 'percentChange': 4.433493, 'volume': 21, 'openInterest': 528, 'bid': 2.19, 'ask': 2.25, 'contractSize': 'REGULAR', 'expiration': 1710460800, 'lastTradeDate': 1692207128, 'impliedVolatility': 0.5982706188964844, 'inTheMoney': False}"
115.0,2024-06-21,call,TSLA240621C00115000,179.78,118.5,121.5,0.0,0.0,2.0,558.0,0.7506738800048829,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-07-17 16:31:43,"{'contractSymbol': 'TSLA240621C00115000', 'strike': 115.0, 'currency': 'USD', 'lastPrice': 179.78, 'change': 0.0, 'percentChange': 0.0, 'volume': 2, 'openInterest': 558, 'bid': 118.5, 'ask': 121.5, 'contractSize': 'REGULAR', 'expiration': 1718928000, 'lastTradeDate': 1689611503, 'impliedVolatility': 0.7506738800048829, 'inTheMoney': True}"
115.0,2024-06-21,put,TSLA240621P00115000,3.68,3.8,3.9,0.19000006,5.4441276,6.0,1280.0,0.5679974841308593,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-16 16:03:18,"{'contractSymbol': 'TSLA240621P00115000', 'strike': 115.0, 'currency': 'USD', 'lastPrice': 3.68, 'change': 0.19000006, 'percentChange': 5.4441276, 'volume': 6, 'openInterest': 1280, 'bid': 3.8, 'ask': 3.9, 'contractSize': 'REGULAR', 'expiration': 1718928000, 'lastTradeDate': 1692201798, 'impliedVolatility': 0.5679974841308593, 'inTheMoney': False}"
115.0,2024-09-20,call,TSLA240920C00115000,126.1,120.8,125.3,-4.4800034,-3.4308498,1.0,641.0,0.7341335180664061,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-16 17:45:30,"{'contractSymbol': 'TSLA240920C00115000', 'strike': 115.0, 'currency': 'USD', 'lastPrice': 126.1, 'change': -4.4800034, 'percentChange': -3.4308498, 'volume': 1, 'openInterest': 641, 'bid': 120.8, 'ask': 125.3, 'contractSize': 'REGULAR', 'expiration': 1726790400, 'lastTradeDate': 1692207930, 'impliedVolatility': 0.7341335180664061, 'inTheMoney': True}"
115.0,2024-09-20,put,TSLA240920P00115000,5.05,5.25,5.4,0.05000019,1.0000038,1.0,561.0,0.5477950494384767,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-16 13:39:01,"{'contractSymbol': 'TSLA240920P00115000', 'strike': 115.0, 'currency': 'USD', 'lastPrice': 5.05, 'change': 0.05000019, 'percentChange': 1.0000038, 'volume': 1, 'openInterest': 561, 'bid': 5.25, 'ask': 5.4, 'contractSize': 'REGULAR', 'expiration': 1726790400, 'lastTradeDate': 1692193141, 'impliedVolatility': 0.5477950494384767, 'inTheMoney': False}"
115.0,2025-01-17,call,TSLA250117C00115000,149.8,124.1,128.55,0.0,0.0,1.0,2665.0,0.7102690106201173,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-10 14:32:43,"{'contractSymbol': 'TSLA250117C00115000', 'strike': 115.0, 'currency': 'USD', 'lastPrice': 149.8, 'change': 0.0, 'percentChange': 0.0, 'volume': 1, 'openInterest': 2665, 'bid': 124.1, 'ask': 128.55, 'contractSize': 'REGULAR', 'expiration': 1737072000, 'lastTradeDate': 1691677963, 'impliedVolatility': 0.7102690106201173, 'inTheMoney': True}"
115.0,2025-01-17,put,TSLA250117P00115000,7.15,7.15,7.5,0.22000027,3.174607,6.0,4770.0,0.5319260675048829,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-16 16:41:12,"{'contractSymbol': 'TSLA250117P00115000', 'strike': 115.0, 'currency': 'USD', 'lastPrice': 7.15, 'change': 0.22000027, 'percentChange': 3.174607, 'volume': 6, 'openInterest': 4770, 'bid': 7.15, 'ask': 7.5, 'contractSize': 'REGULAR', 'expiration': 1737072000, 'lastTradeDate': 1692204072, 'impliedVolatility': 0.5319260675048829, 'inTheMoney': False}"
115.0,2025-06-20,call,TSLA250620C00115000,171.0,127.7,134.05,0.0,0.0,4.0,420.0,0.7002288278198242,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-07-31 17:17:40,"{'contractSymbol': 'TSLA250620C00115000', 'strike': 115.0, 'currency': 'USD', 'lastPrice': 171.0, 'change': 0.0, 'percentChange': 0.0, 'volume': 4, 'openInterest': 420, 'bid': 127.7, 'ask': 134.05, 'contractSize': 'REGULAR', 'expiration': 1750377600, 'lastTradeDate': 1690823860, 'impliedVolatility': 0.7002288278198242, 'inTheMoney': True}"
115.0,2025-06-20,put,TSLA250620P00115000,9.16,9.15,10.05,0.0,0.0,1.0,391.0,0.5132494964599608,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-15 14:43:35,"{'contractSymbol': 'TSLA250620P00115000', 'strike': 115.0, 'currency': 'USD', 'lastPrice': 9.16, 'change': 0.0, 'percentChange': 0.0, 'volume': 1, 'openInterest': 391, 'bid': 9.15, 'ask': 10.05, 'contractSize': 'REGULAR', 'expiration': 1750377600, 'lastTradeDate': 1692110615, 'impliedVolatility': 0.5132494964599608, 'inTheMoney': False}"
115.0,2025-12-19,call,TSLA251219C00115000,168.45,133.1,137.75,0.0,0.0,1.0,62.0,0.6870758831787109,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-04 15:01:55,"{'contractSymbol': 'TSLA251219C00115000', 'strike': 115.0, 'currency': 'USD', 'lastPrice': 168.45, 'change': 0.0, 'percentChange': 0.0, 'volume': 1, 'openInterest': 62, 'bid': 133.1, 'ask': 137.75, 'contractSize': 'REGULAR', 'expiration': 1766102400, 'lastTradeDate': 1691161315, 'impliedVolatility': 0.6870758831787109, 'inTheMoney': True}"
115.0,2025-12-19,put,TSLA251219P00115000,12.0,11.7,12.55,0.25,2.1276596,106.0,524.0,0.5043384527587891,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-16 17:05:10,"{'contractSymbol': 'TSLA251219P00115000', 'strike': 115.0, 'currency': 'USD', 'lastPrice': 12.0, 'change': 0.25, 'percentChange': 2.1276596, 'volume': 106, 'openInterest': 524, 'bid': 11.7, 'ask': 12.55, 'contractSize': 'REGULAR', 'expiration': 1766102400, 'lastTradeDate': 1692205510, 'impliedVolatility': 0.5043384527587891, 'inTheMoney': False}"
116.67,2023-09-15,call,TSLA230915C00116670,119.0,108.35,110.6,0.0,0.0,1.0,531.0,1.1860392260742185,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-15 16:28:07,"{'contractSymbol': 'TSLA230915C00116670', 'strike': 116.67, 'currency': 'USD', 'lastPrice': 119.0, 'change': 0.0, 'percentChange': 0.0, 'volume': 1, 'openInterest': 531, 'bid': 108.35, 'ask': 110.6, 'contractSize': 'REGULAR', 'expiration': 1694736000, 'lastTradeDate': 1692116887, 'impliedVolatility': 1.1860392260742185, 'inTheMoney': True}"
116.67,2023-09-15,put,TSLA230915P00116670,0.08,0.08,0.13,0.009999998,14.285712,4.0,6516.0,0.9433599414062499,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-16 18:34:24,"{'contractSymbol': 'TSLA230915P00116670', 'strike': 116.67, 'currency': 'USD', 'lastPrice': 0.08, 'change': 0.009999998, 'percentChange': 14.285712, 'volume': 4, 'openInterest': 6516, 'bid': 0.08, 'ask': 0.13, 'contractSize': 'REGULAR', 'expiration': 1694736000, 'lastTradeDate': 1692210864, 'impliedVolatility': 0.9433599414062499, 'inTheMoney': False}"
116.67,2024-01-19,call,TSLA240119C00116670,135.75,111.4,114.65,0.0,0.0,9.0,1911.0,0.7995625512695312,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-08 16:21:29,"{'contractSymbol': 'TSLA240119C00116670', 'strike': 116.67, 'currency': 'USD', 'lastPrice': 135.75, 'change': 0.0, 'percentChange': 0.0, 'volume': 9, 'openInterest': 1911, 'bid': 111.4, 'ask': 114.65, 'contractSize': 'REGULAR', 'expiration': 1705622400, 'lastTradeDate': 1691511689, 'impliedVolatility': 0.7995625512695312, 'inTheMoney': True}"
116.67,2024-01-19,put,TSLA240119P00116670,1.2,1.33,1.4,0.0,0.0,4003.0,7813.0,0.6157264990234376,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-15 16:16:30,"{'contractSymbol': 'TSLA240119P00116670', 'strike': 116.67, 'currency': 'USD', 'lastPrice': 1.2, 'change': 0.0, 'percentChange': 0.0, 'volume': 4003, 'openInterest': 7813, 'bid': 1.33, 'ask': 1.4, 'contractSize': 'REGULAR', 'expiration': 1705622400, 'lastTradeDate': 1692116190, 'impliedVolatility': 0.6157264990234376, 'inTheMoney': False}"
116.67,2024-03-15,call,TSLA240315C00116670,130.38,113.35,116.65,0.0,0.0,2.0,636.0,0.7702659692382813,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-11 14:24:00,"{'contractSymbol': 'TSLA240315C00116670', 'strike': 116.67, 'currency': 'USD', 'lastPrice': 130.38, 'change': 0.0, 'percentChange': 0.0, 'volume': 2, 'openInterest': 636, 'bid': 113.35, 'ask': 116.65, 'contractSize': 'REGULAR', 'expiration': 1710460800, 'lastTradeDate': 1691763840, 'impliedVolatility': 0.7702659692382813, 'inTheMoney': True}"
116.67,2024-03-15,put,TSLA240315P00116670,2.25,2.29,2.43,0.13000011,6.132081,20.0,1857.0,0.5958292370605469,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-16 17:29:44,"{'contractSymbol': 'TSLA240315P00116670', 'strike': 116.67, 'currency': 'USD', 'lastPrice': 2.25, 'change': 0.13000011, 'percentChange': 6.132081, 'volume': 20, 'openInterest': 1857, 'bid': 2.29, 'ask': 2.43, 'contractSize': 'REGULAR', 'expiration': 1710460800, 'lastTradeDate': 1692206984, 'impliedVolatility': 0.5958292370605469, 'inTheMoney': False}"
116.67,2024-06-21,call,TSLA240621C00116670,163.23,117.1,120.05,0.0,0.0,36.0,2438.0,0.7449366326904296,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-07-25 13:40:50,"{'contractSymbol': 'TSLA240621C00116670', 'strike': 116.67, 'currency': 'USD', 'lastPrice': 163.23, 'change': 0.0, 'percentChange': 0.0, 'volume': 36, 'openInterest': 2438, 'bid': 117.1, 'ask': 120.05, 'contractSize': 'REGULAR', 'expiration': 1718928000, 'lastTradeDate': 1690292450, 'impliedVolatility': 0.7449366326904296, 'inTheMoney': True}"
116.67,2024-06-21,put,TSLA240621P00116670,3.85,3.95,4.1,0.19999981,5.479447,2.0,1087.0,0.5647016186523439,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-16 15:29:19,"{'contractSymbol': 'TSLA240621P00116670', 'strike': 116.67, 'currency': 'USD', 'lastPrice': 3.85, 'change': 0.19999981, 'percentChange': 5.479447, 'volume': 2, 'openInterest': 1087, 'bid': 3.95, 'ask': 4.1, 'contractSize': 'REGULAR', 'expiration': 1718928000, 'lastTradeDate': 1692199759, 'impliedVolatility': 0.5647016186523439, 'inTheMoney': False}"
120.0,2023-08-18,call,TSLA230818C00120000,106.5,104.5,106.8,-7.9800034,-6.970653,37.0,2251.0,3.2265644335937496,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-16 17:08:13,"{'contractSymbol': 'TSLA230818C00120000', 'strike': 120.0, 'currency': 'USD', 'lastPrice': 106.5, 'change': -7.9800034, 'percentChange': -6.970653, 'volume': 37, 'openInterest': 2251, 'bid': 104.5, 'ask': 106.8, 'contractSize': 'REGULAR', 'expiration': 1692316800, 'lastTradeDate': 1692205693, 'impliedVolatility': 3.2265644335937496, 'inTheMoney': True}"
120.0,2023-08-18,put,TSLA230818P00120000,0.01,0.0,0.01,0.0,0.0,21.0,16065.0,2.6250034375,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-16 17:44:17,"{'contractSymbol': 'TSLA230818P00120000', 'strike': 120.0, 'currency': 'USD', 'lastPrice': 0.01, 'change': 0.0, 'percentChange': 0.0, 'volume': 21, 'openInterest': 16065, 'bid': 0.0, 'ask': 0.01, 'contractSize': 'REGULAR', 'expiration': 1692316800, 'lastTradeDate': 1692207857, 'impliedVolatility': 2.6250034375, 'inTheMoney': False}"
120.0,2023-08-25,call,TSLA230825C00120000,112.12,104.65,106.9,-1.6199951,-1.4242967,16.0,40.0,1.76171994140625,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-16 13:52:28,"{'contractSymbol': 'TSLA230825C00120000', 'strike': 120.0, 'currency': 'USD', 'lastPrice': 112.12, 'change': -1.6199951, 'percentChange': -1.4242967, 'volume': 16, 'openInterest': 40, 'bid': 104.65, 'ask': 106.9, 'contractSize': 'REGULAR', 'expiration': 1692921600, 'lastTradeDate': 1692193948, 'impliedVolatility': 1.76171994140625, 'inTheMoney': True}"
120.0,2023-08-25,put,TSLA230825P00120000,0.02,0.01,0.03,0.0,0.0,53.0,288.0,1.3906280468749999,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-16 18:36:38,"{'contractSymbol': 'TSLA230825P00120000', 'strike': 120.0, 'currency': 'USD', 'lastPrice': 0.02, 'change': 0.0, 'percentChange': 0.0, 'volume': 53, 'openInterest': 288, 'bid': 0.01, 'ask': 0.03, 'contractSize': 'REGULAR', 'expiration': 1692921600, 'lastTradeDate': 1692210998, 'impliedVolatility': 1.3906280468749999, 'inTheMoney': False}"
120.0,2023-09-01,call,TSLA230901C00120000,113.89,105.1,107.05,0.0,0.0,1.0,1.0,1.5273461132812498,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-15 17:33:19,"{'contractSymbol': 'TSLA230901C00120000', 'strike': 120.0, 'currency': 'USD', 'lastPrice': 113.89, 'change': 0.0, 'percentChange': 0.0, 'volume': 1, 'openInterest': 1, 'bid': 105.1, 'ask': 107.05, 'contractSize': 'REGULAR', 'expiration': 1693526400, 'lastTradeDate': 1692120799, 'impliedVolatility': 1.5273461132812498, 'inTheMoney': True}"
120.0,2023-09-01,put,TSLA230901P00120000,0.04,0.03,0.05,0.01,33.333336,45.0,195.0,1.1171919140625,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-16 16:28:31,"{'contractSymbol': 'TSLA230901P00120000', 'strike': 120.0, 'currency': 'USD', 'lastPrice': 0.04, 'change': 0.01, 'percentChange': 33.333336, 'volume': 45, 'openInterest': 195, 'bid': 0.03, 'ask': 0.05, 'contractSize': 'REGULAR', 'expiration': 1693526400, 'lastTradeDate': 1692203311, 'impliedVolatility': 1.1171919140625, 'inTheMoney': False}"
120.0,2023-09-08,put,TSLA230908P00120000,0.05,0.05,0.07,-0.009999998,-16.666664,14.0,251.0,0.9707034179687499,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-16 16:34:52,"{'contractSymbol': 'TSLA230908P00120000', 'strike': 120.0, 'currency': 'USD', 'lastPrice': 0.05, 'change': -0.009999998, 'percentChange': -16.666664, 'volume': 14, 'openInterest': 251, 'bid': 0.05, 'ask': 0.07, 'contractSize': 'REGULAR', 'expiration': 1694131200, 'lastTradeDate': 1692203692, 'impliedVolatility': 0.9707034179687499, 'inTheMoney': False}"
120.0,2023-09-15,call,TSLA230915C00120000,115.02,105.05,107.3,0.0,0.0,50.0,4381.0,1.1508831518554685,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-15 17:18:24,"{'contractSymbol': 'TSLA230915C00120000', 'strike': 120.0, 'currency': 'USD', 'lastPrice': 115.02, 'change': 0.0, 'percentChange': 0.0, 'volume': 50, 'openInterest': 4381, 'bid': 105.05, 'ask': 107.3, 'contractSize': 'REGULAR', 'expiration': 1694736000, 'lastTradeDate': 1692119904, 'impliedVolatility': 1.1508831518554685, 'inTheMoney': True}"
120.0,2023-09-15,put,TSLA230915P00120000,0.09,0.08,0.1,0.010000005,12.500008,4.0,4823.0,0.8886729882812499,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-16 14:27:27,"{'contractSymbol': 'TSLA230915P00120000', 'strike': 120.0, 'currency': 'USD', 'lastPrice': 0.09, 'change': 0.010000005, 'percentChange': 12.500008, 'volume': 4, 'openInterest': 4823, 'bid': 0.08, 'ask': 0.1, 'contractSize': 'REGULAR', 'expiration': 1694736000, 'lastTradeDate': 1692196047, 'impliedVolatility': 0.8886729882812499, 'inTheMoney': False}"
120.0,2023-09-22,put,TSLA230922P00120000,0.12,0.09,0.13,0.029999994,33.333324,2.0,60.0,0.8203142968749999,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-16 19:56:01,"{'contractSymbol': 'TSLA230922P00120000', 'strike': 120.0, 'currency': 'USD', 'lastPrice': 0.12, 'change': 0.029999994, 'percentChange': 33.333324, 'volume': 2, 'openInterest': 60, 'bid': 0.09, 'ask': 0.13, 'contractSize': 'REGULAR', 'expiration': 1695340800, 'lastTradeDate': 1692215761, 'impliedVolatility': 0.8203142968749999, 'inTheMoney': False}"
120.0,2023-10-20,call,TSLA231020C00120000,112.0,106.3,107.8,-4.0999985,-3.531437,10.0,5002.0,0.929688203125,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-16 13:36:56,"{'contractSymbol': 'TSLA231020C00120000', 'strike': 120.0, 'currency': 'USD', 'lastPrice': 112.0, 'change': -4.0999985, 'percentChange': -3.531437, 'volume': 10, 'openInterest': 5002, 'bid': 106.3, 'ask': 107.8, 'contractSize': 'REGULAR', 'expiration': 1697760000, 'lastTradeDate': 1692193016, 'impliedVolatility': 0.929688203125, 'inTheMoney': True}"
120.0,2023-10-20,put,TSLA231020P00120000,0.27,0.27,0.28,0.01000002,3.8461618,153.0,2674.0,0.6977569287109376,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-16 19:47:56,"{'contractSymbol': 'TSLA231020P00120000', 'strike': 120.0, 'currency': 'USD', 'lastPrice': 0.27, 'change': 0.01000002, 'percentChange': 3.8461618, 'volume': 153, 'openInterest': 2674, 'bid': 0.27, 'ask': 0.28, 'contractSize': 'REGULAR', 'expiration': 1697760000, 'lastTradeDate': 1692215276, 'impliedVolatility': 0.6977569287109376, 'inTheMoney': False}"
120.0,2023-11-17,call,TSLA231117C00120000,118.5,106.8,108.9,0.0,0.0,20.0,407.0,0.8568129553222656,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-15 14:14:52,"{'contractSymbol': 'TSLA231117C00120000', 'strike': 120.0, 'currency': 'USD', 'lastPrice': 118.5, 'change': 0.0, 'percentChange': 0.0, 'volume': 20, 'openInterest': 407, 'bid': 106.8, 'ask': 108.9, 'contractSize': 'REGULAR', 'expiration': 1700179200, 'lastTradeDate': 1692108892, 'impliedVolatility': 0.8568129553222656, 'inTheMoney': True}"
120.0,2023-11-17,put,TSLA231117P00120000,0.57,0.57,0.61,0.06999999,13.999998,79.0,19295.0,0.6567417138671876,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-16 19:47:56,"{'contractSymbol': 'TSLA231117P00120000', 'strike': 120.0, 'currency': 'USD', 'lastPrice': 0.57, 'change': 0.06999999, 'percentChange': 13.999998, 'volume': 79, 'openInterest': 19295, 'bid': 0.57, 'ask': 0.61, 'contractSize': 'REGULAR', 'expiration': 1700179200, 'lastTradeDate': 1692215276, 'impliedVolatility': 0.6567417138671876, 'inTheMoney': False}"
120.0,2023-12-15,call,TSLA231215C00120000,109.4,108.25,109.8,-13.0,-10.620915,3.0,1543.0,0.8342301733398436,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-16 19:45:49,"{'contractSymbol': 'TSLA231215C00120000', 'strike': 120.0, 'currency': 'USD', 'lastPrice': 109.4, 'change': -13.0, 'percentChange': -10.620915, 'volume': 3, 'openInterest': 1543, 'bid': 108.25, 'ask': 109.8, 'contractSize': 'REGULAR', 'expiration': 1702598400, 'lastTradeDate': 1692215149, 'impliedVolatility': 0.8342301733398436, 'inTheMoney': True}"
